Folha de S. Paulo
https://www1.folha.uol.com.br/ilustrada/2023/08/pais-recebe-onda-de-grandes-eventos-culturais-com-the-town-e-sp-arte-veja-lista.shtml
https://www1.folha.uol.com.br/ilustrada/2023/08/bienal-de-sao-paulo-aposta-na-arte-como-cura-espiritual-para-as-mazelas-do-mundo.shtml
https://www1.folha.uol.com.br/equilibrio/2023/08/legalizacao-da-maconha-estimula-consumo-de-alcool-em-adultos-mostra-estudo.shtml
https://www1.folha.uol.com.br/equilibrio/2023/08/um-terco-dos-brasileiros-relata-ansiedade-problemas-com-sono-e-alimentacao-diz-datafolha.shtml
https://f5.folha.uol.com.br/cinema-e-series/2023/08/rodrigo-e-felipe-simas-resgatam-mullets-e-relacao-de-irmaos-para-viver-chitaozinho-e-xororo.shtml
https://www1.folha.uol.com.br/equilibrioesaude/2023/08/o-calor-extremo-pode-afetar-a-saude-mental.shtml
https://www1.folha.uol.com.br/cotidiano/2023/08/ministro-da-justica-anuncia-demissao-de-policiais-acusados-de-matar-genivaldo.shtml
https://www1.folha.uol.com.br/equilibrioesaude/2023/08/profissionais-da-saude-e-moradores-levam-cuidados-paliativos-a-doentes-em-favelas.shtml
https://www1.folha.uol.com.br/equilibrioesaude/2023/08/goias-rastreia-pacientes-que-cometeram-crimes-para-trata-los-longe-de-manicomios.shtml
https://fotografia.folha.uol.com.br/galerias/1774060478338345-goias-nao-conta-com-manicomios-judiciais-e-foca-em-atendimento-psicologico-ambulatorial
https://fotografia.folha.uol.com.br/galerias/1774060478338345-goias-nao-conta-com-manicomios-judiciais-e-foca-em-atendimento-psicologico-ambulatorial#foto-1774060479337627
https://www1.folha.uol.com.br/colunas/alvaro-machado-dias/2023/08/intelectual-pos-moderno-intelectual-metamoderno.shtml
https://www1.folha.uol.com.br/equilibrioesaude/2023/08/o-sintoma-pouco-falado-da-depressao-que-desafia-o-tratamento.shtml
https://www1.folha.uol.com.br/cotidiano/2023/08/autor-de-ataque-a-creche-em-saudades-sc-e-condenado-a-329-anos-e-4-meses-de-prisao.shtml
https://www1.folha.uol.com.br/cotidiano/2023/08/acusado-de-massacre-em-creche-de-sc-fica-em-silencio-em-julgamento.shtml
https://www1.folha.uol.com.br/equilibrio/2023/08/psiquiatras-nos-eua-prescrevem-wegovy-para-combater-ganho-de-peso-decorrente-de-medicamentos.shtml
https://www1.folha.uol.com.br/equilibrio/2023/08/desde-tonho-da-lua-novelas-mudaram-a-forma-de-abordar-condicoes-mentais.shtml
