Ano,Links (ESQUIZOFRENIA),Ano,Links (ESQUIZOFRÊNICO),Ano,Links (ESQUIZOFRÊNICA),Ano,Links (ESQUIZOFRÊNICOS),Ano,Links (ESQUIZOFRÊNICAS),, 
2019,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/corpos-de-mulher-e-enteado-s%C3%A3o-encontrados-em-porto-alegre-1.334079,,,,,,,,,,
2019,https://www.correiodopovo.com.br/arteagenda/confira-produ%C3%A7%C3%B5es-que-estreiam-em-abril-na-netflix-1.329761,,,,,,,,,,
2019,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADtica/toffoli-diz-que-alertou-guedes-sobre-judicializa%C3%A7%C3%A3o-de-reformas-1.329709,,,,,,,,,,
2019,https://www.correiodopovo.com.br/not%C3%ADcias/geral/registro-do-canabidiol-%C3%A9-quest%C3%A3o-de-bom-senso-diz-diretor-da-anvisa-1.374849,,,,,,,,,,
2019,https://www.correiodopovo.com.br/not%C3%ADcias/mundo/vinte-anos-depois-justi%C3%A7a-pode-soltar-atirador-que-matou-tr%C3%AAs-pessoas-em-cinema-de-sp-1.377744,,,,,,,,,,
2020,https://www.correiodopovo.com.br/blogs/juremirmachado/racismo-e-outras-hist%C3%B3rias-1.512277,,,,,,,,,,
2020,https://www.correiodopovo.com.br/arteagenda/peter-green-ex-guitarrista-do-fleetwood-mac-morre-aos-73-anos-1.455521,,,,,,,,,,
2020,https://www.correiodopovo.com.br/blogs/cenarock/black-moon-riders-1.454477,,,,,,,,,,
2020,https://www.correiodopovo.com.br/not%C3%ADcias/geral/rs-registra-17-mortos-por-covid-19-maior-n%C3%BAmero-num-dia-desde-in%C3%ADcio-da-pandemia-1.427135,,,,,,,,,,
2020,https://www.correiodopovo.com.br/not%C3%ADcias/geral/porto-alegre-chega-a-20-mortes-por-covid-19-1.421889,,,,,,,,,,
2020,https://www.correiodopovo.com.br/not%C3%ADcias/mundo/fran%C3%A7a-faz-teste-cl%C3%ADnico-com-antigo-medicamento-psiqui%C3%A1trico-para-covid-19-1.418120,,,,,,,,,,
2020,https://www.correiodopovo.com.br/not%C3%ADcias/geral/farm%C3%A1cias-garantem-estoque-suficiente-de-rem%C3%A9dios-para-atender-popula%C3%A7%C3%A3o-1.406209,,,,,,,,,,
2021,https://www.correiodopovo.com.br/not%C3%ADcias/mundo/esquizofr%C3%AAnico-%C3%A9-condenado-%C3%A0-pris%C3%A3o-perp%C3%A9tua-por-ataque-a-faca-no-reino-unido-1.725448,,,,,,,,,,
2021,https://www.correiodopovo.com.br/arteagenda/naddo-no-mistura-fina-e-nando-pela-esquizofrenia-1.638469,,,,,,,,,,
2021,https://www.correiodopovo.com.br/not%C3%ADcias/geral/s%C3%A3o-verdadeiros-exemplos-de-pa%C3%ADses-com-protocolos-para-cloroquina-e-cannabis-em-tu%C3%ADte-de-deputado-1.629540,,,,,,,,,,
2021,https://www.correiodopovo.com.br/not%C3%ADcias/geral/paquist%C3%A3o-troca-pena-de-morte-por-pris%C3%A3o-perp%C3%A9tua-para-portadores-de-doen%C3%A7a-mental-1.568695,,,,,,,,,,
2022,https://www.correiodopovo.com.br/especial/setembro-alerta-para-a-sa%C3%BAde-mental-1.887390,,,,,,,,,,
2022,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/prf-cria-manual-de-abordagem-serena-para-pessoa-em-crise-1.858699,,,,,,,,,,
2022,https://www.correiodopovo.com.br/not%C3%ADcias/geral/ans-tira-limite-de-cobertura-para-fonoaudiologia-psicologia-terapia-ocupacional-e-fisioterapia-1.854252,,,,,,,,,,
2022,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADtica/comiss%C3%A3o-da-c%C3%A2mara-aprova-pris%C3%A3o-a-quem-tocar-em-policial-durante-abordagem-1.839800,,,,,,,,,,
2022,https://www.correiodopovo.com.br/not%C3%ADcias/geral/justi%C3%A7a-nega-pedido-de-pris%C3%A3o-de-policiais-envolvidos-na-morte-de-genivaldo-1.839397,,,,,,,,,,
2022,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADtica/ccj-pauta-convoca%C3%A7%C3%A3o-de-ministro-para-explicar-morte-de-genivaldo-e-opera%C3%A7%C3%A3o-em-favelas-1.831408,,,,,,,,,,
2022,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/governo-exonera-diretor-executivo-e-chefe-da-intelig%C3%AAncia-da-prf-1.831280,,,,,,,,,,
2022,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/prf-muda-o-tom-e-afirma-que-n%C3%A3o-compactua-com-a-abordagem-de-genivaldo-indigna%C3%A7%C3%A3o-1.830385,,,,,,,,,,
2022,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/onu-pede-investiga%C3%A7%C3%A3o-r%C3%A1pida-e-completa-de-a%C3%A7%C3%A3o-da-prf-de-sergipe-que-matou-homem-por-asfixia-1.830057,,,,,,,,,,
2022,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/criminosa-e-inaceit%C3%A1vel-diz-sou-da-paz-sobre-abordagem-que-culminou-na-morte-de-homem-no-se-1.829390,,,,,,,,,,
2022,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/prf-afasta-agentes-ligados-%C3%A0-morte-de-homem-por-asfixia-em-sergipe-1.829249,,,,,,,,,,
2022,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/homem-morre-asfixiado-por-g%C3%A1s-em-abordagem-da-prf-em-sergipe-1.828832,,,,,,,,,,
2022,https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADtica/compra-de-viagra-tem-como-contrapartida-capacita%C3%A7%C3%A3o-para-produzir-o-rem%C3%A9dio-diz-marinha-1.814089,,,,,,,,,,
2022,https://www.correiodopovo.com.br/arteagenda/mundo-da-m%C3%BAsica-pop-reflete-transtornos-da-sa%C3%BAde-mental-1.765097,,,,,,,,,,
2022,https://www.correiodopovo.com.br/arteagenda/orquestra-formada-por-m%C3%BAsicos-com-doen%C3%A7as-mentais-luta-contra-estigmas-1.759565,,,,,,,,,,
