ano,links,paragrafos_resgatados
2011,https://www.estadao.com.br/blogs/jt-esportes/anvisa-aumenta-numero-de-registros-de-genericos/,['404_nao_encontrado']
2011,https://www.estadao.com.br/blogs/jt-esportes/genericos-esperam-na-fila-para-chegar-as-farmacias/,['404_nao_encontrado']
2012,https://blogs.estadao.com.br/alvaro-siviero/semyon-bychkov-e-osb-em-tarde-magica/,['404_nao_encontrado']
2012,https://blogs.estadao.com.br/rolf-kuntz/2012/05/02/falta-combinar-o-jogo/,['404_nao_encontrado']
2012,"https://internacional.estadao.com.br/noticias/america-latina,com-processo-de-paz-cresce-popularidade-de-presidente-da-colombia,954006",['404_nao_encontrado']
2012,"https://internacional.estadao.com.br/noticias/geral,noruegues-breivik-pega-21-anos-de-prisao-que-pode-se-tornar-perpetua,921094",['404_nao_encontrado']
2012,"https://internacional.estadao.com.br/noticias/america-do-norte,atirador-do-colorado-fazia-tratamento-psiquiatrico,906759",['404_nao_encontrado']
2012,"https://internacional.estadao.com.br/noticias/europa,grecia-forma-governo-interino-na-4a-para-preparar-nova-eleicao,873437",['404_nao_encontrado']
2012,"https://internacional.estadao.com.br/noticias/geral,comissao-presidida-por-fhc-defende-descriminalizacao-das-drogas,841509",['404_nao_encontrado']
2012,"http://radio.estadao.com.br/audios/detalhe/cidades,homem-que-atirou-em-tres-pessoas-se-entrega-a-policia-em-sp,206695",['404_nao_encontrado']
2013,"https://internacional.estadao.com.br/noticias/america-do-norte,eua-repatriam-dois-presos-de-guantanamo-para-o-sudao,1110445",['404_nao_encontrado']
2013,"https://internacional.estadao.com.br/noticias/geral,interprete-de-surdos-em-funeral-de-mandela-atribui-erro-a-esquizofrenia,1107626",['404_nao_encontrado']
2013,https://internacional.estadao.com.br/blogs/ariel-palacios/ha-30-anos-encerrava-se-a-ditadura-argentina-pequeno-manual-sobre-o-modus-operandi-do-regime/,['404_nao_encontrado']
2013,https://internacional.estadao.com.br/blogs/ariel-palacios/governo-do-uruguai-quer-venda-de-maconha-nas-farmacias-turistas-ficam-fora-do-base-de-blend-uruguaio/,['404_nao_encontrado']
2013,https://vida-estilo.estadao.com.br/blogs/moda/estilista-clo-orozco-e-encontrada-morta-em-higienopolis/,['404_nao_encontrado']
2014,https://internacional.estadao.com.br/blogs/ariel-palacios/corralito-verde-de-cristina-kirchner-completa-tres-anos-e-um-breve-dicionario-de-dolares-argentino/,['404_nao_encontrado']
2014,https://internacional.estadao.com.br/blogs/ariel-palacios/nao-queria-morrer-sem-abraca-lo-lider-das-avos-da-praca-de-mayo-encontra-seu-neto-desaparecido/,['404_nao_encontrado']
2014,https://internacional.estadao.com.br/blogs/ariel-palacios/dolares-frisson-crise-e-esquizofrenia-politica/,['404_nao_encontrado']
2014,"http://radio.estadao.com.br/audios/detalhe/radio-estadao,incidencia-de-doencas-mentais-como-esquizofrenia-e-depressao-e-maior-nas-grandes-cidades,332520",['404_nao_encontrado']
2014,"http://radio.estadao.com.br/audios/detalhe/radio-estadao,esquizofrenia-pode-levar-a-atitudes-incompreensiveis-mas-maioria-dos-pacientes-nao-e-violenta,163659",['404_nao_encontrado']
2014,"http://radio.estadao.com.br/audios/detalhe/cidades,delegado-afirma-que-homem-que-empurrou-mulher-no-metro-e-esquizofrenico-e-nao-se-arrepende-do-ato,162743",['404_nao_encontrado']
2014,"http://radio.estadao.com.br/audios/detalhe/cidades,filho-de-eduardo-coutinho-diz-a-policia-que-atacou-os-pais-por-ter-medo-de-viver,162563",['404_nao_encontrado']
2014,https://vida-estilo.estadao.com.br/blogs/mentes-femininas/maconha-e-paranoia/,['404_nao_encontrado']
2014,https://vida-estilo.estadao.com.br/blogs/mentes-femininas/a-gangorra-emocional-feminina/,['404_nao_encontrado']
2014,https://vida-estilo.estadao.com.br/blogs/mentes-femininas/antidepressivo-engorda/,['404_nao_encontrado']
2014,https://vida-estilo.estadao.com.br/blogs/mentes-femininas/doenca-mental-e-genetica/,['404_nao_encontrado']
2014,https://vida-estilo.estadao.com.br/blogs/mentes-femininas/a-banalizacao-do-diagnostico-psiquiatrico-na-sociedade/,['404_nao_encontrado']
2014,https://vida-estilo.estadao.com.br/blogs/mentes-femininas/sou-bipolar/,['404_nao_encontrado']
2014,https://vida-estilo.estadao.com.br/blogs/mentes-femininas/esquizofrenia-na-visao-de-especialistas/,['404_nao_encontrado']
2014,https://vida-estilo.estadao.com.br/blogs/mentes-femininas/esquizofrenico-e-agressivo-e-violento/,['404_nao_encontrado']
2015,"http://radio.estadao.com.br/audios/detalhe/radio-estadao,doutor-paulo-saldiva-fala-sobre-o-comportamento-esquizofrenico-do-brasil-em-relacao-as-mudancas-climaticas,458569",['404_nao_encontrado']
2015,"http://radio.estadao.com.br/audios/detalhe/radio-estadao,paranaense-que-pode-ser-executado-na-indonesia-tem-esquizofrenia-diz-mae,368094",['404_nao_encontrado']
2016,https://internacional.estadao.com.br/blogs/fatima-lacerda/jazzfest-berlim-2016-no-ocidente-nada-de-novo-e-a-perda-de-vista-do-zeitgeist/,['404_nao_encontrado']
2016,"https://internacional.estadao.com.br/fotos/geral,doentes-mentais-na-venezuela,657510",['404_nao_encontrado']
2017,https://internacional.estadao.com.br/blogs/fatima-lacerda/o-que-os-alemaes-podem-aprender-com-o-brauly/,['404_nao_encontrado']
2017,https://internacional.estadao.com.br/blogs/fatima-lacerda/eleicoes-gerais-na-alemanha-e-campanha-eleitoral-nas-ruas/,['404_nao_encontrado']
2017,https://internacional.estadao.com.br/blogs/fatima-lacerda/merkel-x-schulz-em-unico-duelo-na-tv-ficaram-devendo-aos-eleitores/,['404_nao_encontrado']
2018,https://internacional.estadao.com.br/blogs/fatima-lacerda/politica-e-futebol-as-artimanhas-para-se-manter-no-poder-e-a-habitual-esquizofrenia/,['404_nao_encontrado']
2019,"https://internacional.estadao.com.br/fotos/nytiw,estudos-mostram-provavel-elo-entre-o-uso-da-cannabis-e-a-esquizofrenia-em-pessoas-com-predisposicao-genetica,967572",['404_nao_encontrado']
